,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365
0,0,"Mon Jun 12, 2017",Cleveland,120,63%,+245,+322,+340,+317,+330,+260,+305,+300,+320,+317,+330,+300,+340,-,+316,+330,+330,+275,+335,+335,+260,+317,+306,+330,+320,+260,+335,+335,+320
1,0,"Mon Jun 12, 2017",Golden State,129,37%,-290,-370,-380,-400,-400,-320,-385,-380,-380,-400,-400,-400,-380,-,-376,-400,-400,-345,-430,-430,-320,-400,-385,-420,-400,-320,-360,-430,-400
0,0,"Fri Jun 09, 2017",Golden State,116,38%,+115,-188,-190,-200,-175,-190,-190,-200,-200,-200,-175,-200,-190,-,-194,-200,-200,-220,-195,-195,-200,-200,-210,-195,-200,-190,-183,-195,-200
1,0,"Fri Jun 09, 2017",Cleveland,137,62%,-135,+169,+175,+170,+155,+165,+165,+170,+175,+170,+155,+170,+175,-,+164,+170,+170,+180,+165,+165,+170,+170,+176,+170,+170,+165,+181,+165,+170
0,0,"Wed Jun 07, 2017",Golden State,118,39%,+115,-143,-147,-145,-147,-150,-140,-155,-150,-145,-147,-153,-147,-,-146,-140,-140,-150,-150,-150,-145,-145,-160,-140,-150,-150,-141,-150,-160
1,0,"Wed Jun 07, 2017",Cleveland,113,61%,-135,+129,+137,+125,+127,+130,+120,+135,+130,+125,+127,+133,+137,-,+126,+120,+120,+130,+125,+125,+125,+125,+140,+120,+130,+130,+136,+125,+140
0,0,"Sun Jun 04, 2017",Cleveland,113,66%,+255,+346,+350,+334,+330,+300,+330,+315,+320,+334,+330,+310,+350,-,+336,+345,+345,+335,+345,+345,+305,+334,+337,+330,+340,+300,+360,+345,+350
1,0,"Sun Jun 04, 2017",Golden State,132,34%,-310,-400,-395,-425,-400,-400,-420,-400,-410,-425,-400,-410,-395,-,-411,-420,-420,-435,-445,-445,-395,-425,-430,-420,-430,-400,-375,-445,-450
0,0,"Thu Jun 01, 2017",Cleveland,91,62%,+255,+281,+280,+278,+270,+240,+290,+255,+270,+278,+270,+265,+280,-,+271,+271,+262,+250,+275,+275,+225,+278,+271,+295,+260,+240,+290,+275,+275
1,0,"Thu Jun 01, 2017",Golden State,113,38%,-310,-320,-310,-345,-320,-280,-360,-310,-330,-345,-320,-325,-310,-,-331,-331,-322,-310,-345,-345,-275,-345,-335,-365,-320,-280,-296,-345,-350
0,0,"Thu May 25, 2017",Cleveland,135,39%,-500,-525,-500,-580,-525,-580,-570,-530,-550,-580,-525,-525,-500,-,-544,-544,-544,-565,-535,-535,-600,-580,-575,-570,-550,-580,-490,-535,-550
1,0,"Thu May 25, 2017",Boston,102,62%,+400,+442,+435,+435,+430,+390,+445,+400,+445,+435,+430,+415,+435,-,+424,+424,+424,+415,+405,+405,+450,+435,+431,+445,+425,+390,+470,+405,+425
0,0,"Tue May 23, 2017",Boston,99,70%,+1300,+1346,+1350,+1253,+1225,+1000,+1290,+1100,+1350,+1253,+1225,+1350,+1350,-,+1346,+1453,+1453,+1100,-,-,+1200,+1253,+1322,+1290,+1400,+1000,+1500,-,+1400
1,0,"Tue May 23, 2017",Cleveland,112,30%,-2150,-2135,-2300,-2850,-2050,-2200,-2040,-3000,-2300,-2850,-2050,-2300,-2300,-,-2135,-2400,-2400,-2800,-,-,-2450,-2850,-3200,-2040,-3000,-2200,-1600,-,-2800
0,0,"Mon May 22, 2017",Golden State,129,32%,-600,-642,-750,-750,-725,-700,-665,-680,-800,-750,-725,-750,-750,-,-696,-747,-700,-790,-610,-610,-750,-750,-775,-665,-750,-700,-660,-610,-800
1,0,"Mon May 22, 2017",San Antonio,115,68%,+450,+528,+525,+534,+560,+450,+515,+485,+600,+534,+560,+550,+525,-,+496,+522,+569,+540,+450,+450,+550,+534,+548,+515,+550,+450,+630,+450,+550
0,0,"Sun May 21, 2017",Boston,111,65%,+1250,+1681,+1700,+1453,+1800,+1350,+1665,+1200,+1620,+1453,+1800,+1700,+1700,-,+1681,+1289,+1289,+1400,-,-,+1700,+1453,+1481,+1665,+1700,+1350,+1800,-,+1500
1,0,"Sun May 21, 2017",Cleveland,108,35%,-2000,-3050,-3400,-4000,-3300,-3400,-3165,-4000,-3300,-4000,-3300,-3400,-3400,-,-3050,-2000,-2000,-4500,-,-,-7900,-4000,-4200,-3165,-3300,-3400,-700,-,-3500
0,0,"Sat May 20, 2017",Golden State,120,51%,-270,-450,-485,-500,-475,-550,-530,-490,-475,-495,-475,-485,-485,-,-468,-485,-485,-500,-475,-475,-510,-500,-460,-515,-450,-550,-440,-475,-500
1,0,"Sat May 20, 2017",San Antonio,108,49%,+230,+385,+385,+384,+400,+375,+405,+370,+380,+381,+400,+385,+385,-,+368,+385,+385,+375,+365,+365,+385,+384,+358,+390,+350,+375,+420,+365,+375
0,0,"Fri May 19, 2017",Cleveland,130,57%,-220,-212,-200,-220,-215,-250,-215,-225,-220,-220,-215,-210,-200,-,-219,-225,-225,-225,-215,-215,-265,-220,-240,-215,-230,-250,-208,-215,-220
1,0,"Fri May 19, 2017",Boston,86,43%,+200,+190,+185,+184,+185,+210,+185,+185,+185,+184,+185,+180,+185,-,+179,+185,+185,+185,+180,+180,+215,+184,+199,+185,+190,+210,+202,+180,+180
0,0,"Wed May 17, 2017",Cleveland,117,59%,-155,-177,-190,-185,-190,-220,-200,-190,-185,-185,-190,-190,-190,-,-178,-185,-185,-185,-175,-175,-195,-185,-185,-190,-185,-220,-172,-175,-180
1,0,"Wed May 17, 2017",Boston,104,41%,+135,+159,+165,+160,+165,+180,+170,+165,+165,+160,+165,+165,+165,-,+158,+165,+165,+155,+145,+145,+165,+160,+160,+165,+165,+180,+167,+145,+160
0,0,"Tue May 16, 2017",San Antonio,100,69%,+800,+1000,+885,+818,+975,+750,+915,+750,+910,+818,+975,+900,+885,-,+1000,-,-,+800,+760,+760,+800,+818,+797,+915,+900,+750,+1000,+760,+900
1,0,"Tue May 16, 2017",Golden State,136,31%,-1250,-1403,-1350,-1350,-1500,-1400,-1315,-1400,-1400,-1350,-1500,-1350,-1350,-,-1403,-,-,-1400,-1245,-1245,-1200,-1350,-1300,-1315,-1400,-1400,-1050,-1245,-1500
0,0,"Mon May 15, 2017",Washington,105,51%,+155,+180,+180,+176,+200,+180,+185,+180,+180,+172,+200,+190,+180,-,+173,+173,+173,+180,+175,+175,+185,+176,+180,+185,+180,+180,+190,+175,+180
1,0,"Mon May 15, 2017",Boston,115,49%,-175,-200,-220,-210,-240,-220,-215,-220,-210,-205,-240,-220,-220,-,-208,-208,-208,-220,-210,-210,-225,-210,-215,-220,-220,-220,-193,-210,-220
0,0,"Sun May 14, 2017",San Antonio,111,61%,+500,+545,+475,+462,+535,+415,+505,+470,+465,+462,+535,+475,+475,-,+518,+425,+425,+475,+430,+455,+435,+462,+477,+505,+475,+415,+600,+455,+475
1,0,"Sun May 14, 2017",Golden State,113,39%,-600,-666,-650,-625,-700,-630,-655,-650,-650,-625,-700,-650,-650,-,-718,-575,-575,-650,-580,-620,-605,-625,-650,-655,-650,-630,-610,-620,-650
0,0,"Fri May 12, 2017",Boston,91,62%,+180,+191,+180,+180,+195,+160,+185,+180,+185,+180,+195,+190,+180,-,+182,+182,+182,+180,+175,+175,+165,+180,+188,+190,+180,+160,+206,+175,+180
1,0,"Fri May 12, 2017",Washington,92,38%,-220,-213,-220,-215,-225,-180,-215,-220,-220,-215,-225,-220,-220,-,-222,-222,-222,-220,-215,-215,-190,-215,-225,-225,-220,-180,-210,-215,-220
0,0,"Thu May 11, 2017",San Antonio,114,53%,+243,+427,+425,+416,+425,+400,+380,+390,+445,+416,+425,+415,+425,-,+406,+406,+406,+415,+355,+355,+425,+416,+431,+385,+425,+400,+500,+355,+400
1,0,"Thu May 11, 2017",Houston,75,47%,-285,-505,-550,-550,-520,-600,-505,-520,-550,-550,-520,-525,-550,-,-526,-526,-526,-565,-465,-465,-550,-550,-575,-510,-550,-600,-510,-465,-525
0,0,"Wed May 10, 2017",Washington,101,57%,+155,+144,+150,+144,+170,+150,+140,+140,+150,+144,+170,+150,+150,-,+144,+142,+142,+140,+150,+150,+135,+144,+144,+145,+145,+150,+155,+150,+150
1,0,"Wed May 10, 2017",Boston,123,43%,-175,-160,-170,-165,-195,-170,-160,-160,-170,-165,-195,-170,-170,-,-164,-162,-162,-165,-180,-180,-160,-165,-165,-165,-165,-170,-162,-180,-170
0,0,"Tue May 09, 2017",Houston,107,54%,+220,+197,+190,+188,+200,+175,+185,+185,+190,+188,+200,+200,+190,-,+189,+185,+185,+190,+190,+190,+180,+188,+188,+185,+180,+175,+196,+190,+190
1,0,"Tue May 09, 2017",San Antonio,110,46%,-260,-220,-230,-225,-240,-210,-215,-225,-230,-225,-240,-230,-230,-,-229,-225,-225,-235,-230,-230,-215,-225,-225,-215,-220,-210,-200,-230,-230
0,0,"Mon May 08, 2017",Golden State,121,54%,-380,-425,-450,-465,-435,-520,-505,-440,-470,-465,-435,-450,-450,-,-433,-433,-433,-480,-445,-445,-545,-465,-475,-505,-450,-520,-410,-445,-450
1,0,"Mon May 08, 2017",Utah,95,46%,+315,+365,+360,+361,+365,+360,+380,+340,+375,+361,+365,+350,+360,-,+358,+358,+358,+360,+345,+345,+400,+361,+367,+380,+350,+360,+400,+345,+350
0,0,"Sun May 07, 2017",Cleveland,109,62%,-260,-275,-290,-300,-312,-340,-320,-300,-300,-300,-312,-290,-290,-,-287,-283,-283,-310,-305,-305,-330,-300,-295,-315,-290,-340,-282,-305,-305
1,0,"Sun May 07, 2017",Toronto,102,38%,+220,+244,+245,+245,+262,+270,+260,+250,+240,+245,+262,+245,+245,-,+242,+238,+238,+250,+245,+245,+265,+245,+241,+255,+245,+270,+250,+245,+245
2,1,"Sun May 07, 2017",Boston,102,55%,+165,+175,+170,+170,+160,+150,+175,+165,+175,+170,+160,+170,+170,-,+170,+168,+168,+170,+170,+170,+160,+170,+170,+175,+170,+150,+182,+170,+170
3,1,"Sun May 07, 2017",Washington,121,45%,-190,-195,-200,-200,-180,-170,-205,-190,-200,-200,-180,-200,-200,-,-200,-203,-203,-200,-205,-205,-190,-200,-200,-205,-200,-170,-183,-205,-200
4,2,"Sun May 07, 2017",San Antonio,104,60%,+205,+185,+175,+188,+185,+160,+180,+180,+180,+188,+185,+180,+175,-,+178,+176,+176,+180,+175,+175,+160,+188,+175,+185,+180,+160,+192,+175,+180
5,2,"Sun May 07, 2017",Houston,125,40%,-245,-206,-210,-225,-215,-180,-210,-220,-210,-225,-215,-210,-210,-,-213,-216,-216,-220,-215,-215,-190,-225,-209,-215,-220,-180,-206,-215,-220
0,0,"Sat May 06, 2017",Golden State,102,56%,-225,-272,-270,-280,-280,-300,-315,-275,-280,-280,-280,-270,-270,-,-277,-277,-277,-290,-285,-285,-300,-280,-280,-290,-280,-300,-272,-285,-280
1,0,"Sat May 06, 2017",Utah,91,44%,+185,+241,+230,+230,+235,+250,+255,+235,+240,+230,+235,+230,+230,-,+237,+237,+237,+235,+230,+230,+245,+230,+230,+240,+240,+250,+254,+230,+230
0,0,"Fri May 05, 2017",Cleveland,115,62%,-125,-157,-155,-155,-160,-160,-165,-155,-155,-155,-160,-155,-155,-,-160,-160,-160,-160,-160,-160,-170,-155,-140,-155,-145,-160,-300,-160,-155
1,0,"Fri May 05, 2017",Toronto,94,38%,+105,+142,+135,+135,+140,+140,+145,+135,+135,+135,+140,+135,+135,-,+140,+140,+140,+135,+135,+135,+145,+135,+122,+135,+125,+140,-300,+135,+135
2,1,"Fri May 05, 2017",San Antonio,103,53%,+165,+200,+190,+203,+200,+185,+200,+195,+195,+195,+200,+200,+190,-,+192,+192,+192,+195,+195,+195,+195,+203,+188,+200,+185,+185,+206,+195,+200
3,1,"Fri May 05, 2017",Houston,92,47%,-190,-224,-230,-245,-240,-225,-235,-235,-235,-235,-240,-230,-230,-,-232,-232,-232,-245,-235,-235,-245,-245,-225,-235,-225,-225,-222,-235,-240
0,0,"Thu May 04, 2017",Boston,89,52%,+180,+205,+195,+195,+215,+170,+215,+180,+195,+195,+215,+200,+195,-,+198,+198,+198,+190,+195,+195,+185,+195,+192,+205,+185,+170,+204,+195,+190
1,0,"Thu May 04, 2017",Washington,116,48%,-220,-230,-235,-235,-255,-200,-265,-220,-235,-235,-255,-235,-235,-,-238,-238,-238,-235,-235,-235,-225,-235,-230,-245,-225,-200,-208,-235,-230
2,1,"Thu May 04, 2017",Utah,104,65%,+850,+1126,+1050,+980,+975,+800,+1015,+775,+1085,+980,+975,+1000,+1050,-,+1126,-,-,-,+765,+710,+1200,+980,+929,+1015,+1200,+800,+1250,+710,+1000
3,1,"Thu May 04, 2017",Golden State,115,35%,-1300,-1650,-1600,-1800,-1500,-1600,-1465,-1500,-1800,-1800,-1500,-1600,-1600,-,-1650,-,-,-,-1330,-1275,-2450,-1800,-1650,-1465,-2000,-1600,-1500,-1275,-1700
0,0,"Wed May 03, 2017",Toronto,103,41%,+290,+300,+290,+281,+300,+285,+280,+275,+300,+281,+300,+275,+290,-,+298,+298,+292,+300,+265,+265,+180,+281,+289,+280,+270,+285,+315,+265,+280
1,0,"Wed May 03, 2017",Cleveland,125,59%,-350,-343,-350,-350,-360,-370,-350,-340,-360,-350,-360,-350,-350,-,-358,-358,-352,-370,-330,-330,-215,-350,-360,-350,-330,-370,-320,-330,-360
2,1,"Wed May 03, 2017",Houston,96,59%,+195,+214,+205,+211,+225,+185,+210,+205,+210,+211,+225,+205,+205,-,+207,+207,+207,+200,+195,+195,+175,+211,+211,+210,+210,+185,+220,+195,+210
3,1,"Wed May 03, 2017",San Antonio,121,41%,-235,-240,-245,-255,-265,-225,-250,-245,-250,-255,-265,-245,-245,-,-247,-247,-247,-250,-235,-235,-220,-255,-255,-250,-250,-225,-238,-235,-250
0,0,"Tue May 02, 2017",Washington,119,57%,+180,+180,+180,+180,+175,+165,+170,+170,+180,+180,+175,+190,+180,-,+173,+174,+174,+180,+175,+175,+170,+180,+176,+165,+180,+165,+191,+175,+175
1,0,"Tue May 02, 2017",Boston,129,43%,-220,-200,-220,-215,-205,-190,-195,-200,-210,-215,-205,-220,-220,-,-208,-209,-209,-220,-210,-210,-200,-215,-210,-190,-220,-190,-204,-210,-210
2,1,"Tue May 02, 2017",Utah,94,64%,+900,+1102,+1000,+876,+1000,+775,+955,+825,+955,+876,+1000,+950,+1000,-,+1102,+828,+828,-,+805,+805,+800,+876,+876,+955,+1100,+775,+1100,+805,+950
3,1,"Tue May 02, 2017",Golden State,106,36%,-1100,-1600,-1500,-1500,-1550,-1500,-1355,-1700,-1500,-1500,-1550,-1500,-1500,-,-1600,-1100,-1100,-,-1360,-1360,-1330,-1500,-1500,-1355,-1600,-1500,-1450,-1360,-1600
0,0,"Mon May 01, 2017",Toronto,105,37%,+255,+270,+260,+263,+295,+275,+250,+255,+270,+263,+295,+260,+260,-,+259,+265,+265,+260,+240,+240,+145,+263,+263,+250,+270,+275,+300,+240,+260
1,0,"Mon May 01, 2017",Cleveland,116,63%,-310,-307,-320,-325,-355,-350,-310,-310,-330,-325,-355,-320,-320,-,-319,-325,-325,-320,-300,-300,-170,-325,-325,-310,-330,-350,-310,-300,-320
2,1,"Mon May 01, 2017",Houston,126,3%,+175,+240,+235,+234,+235,+215,+210,+230,+220,+234,+235,+235,+235,-,+240,+236,+236,+230,+215,+215,+215,+234,+234,+215,+230,+215,+244,+215,+230
3,1,"Mon May 01, 2017",San Antonio,99,97%,-210,-271,-275,-285,-280,-255,-260,-270,-260,-285,-280,-275,-275,-,-280,-276,-276,-280,-265,-265,-270,-285,-285,-265,-270,-255,-258,-265,-280
0,0,"Sun Apr 30, 2017",Washington,111,58%,+170,+158,+160,+155,+155,+165,+165,+160,+165,+155,+155,+165,+160,-,+157,+157,+157,+155,+160,+160,+155,+155,+163,+170,+165,+165,+164,+160,+160
1,0,"Sun Apr 30, 2017",Boston,123,42%,-200,-175,-185,-175,-175,-190,-190,-180,-185,-175,-175,-185,-185,-,-177,-177,-177,-185,-190,-190,-185,-175,-190,-195,-185,-190,-168,-190,-180
2,1,"Sun Apr 30, 2017",Utah,104,54%,+145,+139,+143,+140,+143,+140,+145,+140,+155,+140,+143,+143,+143,-,+137,+137,+137,+140,+140,+140,+130,+140,+151,+150,+150,+140,+145,+140,+145
3,1,"Sun Apr 30, 2017",L.A. Clippers,91,46%,-165,-154,-163,-160,-163,-160,-165,-160,-175,-160,-163,-163,-163,-,-157,-157,-157,-165,-170,-170,-150,-160,-175,-170,-170,-160,-158,-170,-165
0,0,"Fri Apr 28, 2017",Washington,115,55%,-160,+136,+133,+135,+134,+120,+135,+130,+135,+135,+134,+133,+133,-,+133,+133,+133,+130,+130,+130,+120,+135,+125,+135,+130,+120,+145,+130,+130
1,0,"Fri Apr 28, 2017",Atlanta,99,45%,+140,-150,-153,-155,-154,-140,-155,-150,-155,-155,-154,-153,-153,-,-153,-153,-153,-150,-155,-155,-140,-155,-145,-155,-150,-140,-150,-155,-150
2,1,"Fri Apr 28, 2017",Boston,105,63%,-105,-152,-155,-155,-153,-160,-155,-150,-155,-155,-153,-155,-155,-,-157,-157,-157,-155,-155,-155,-155,-155,-145,-155,-155,-160,-154,-155,-155
3,1,"Fri Apr 28, 2017",Chicago,83,37%,-105,+137,+135,+135,+133,+140,+135,+130,+135,+135,+133,+135,+135,-,+137,+137,+137,+135,+130,+130,+135,+135,+125,+135,+135,+140,+145,+130,+135
4,2,"Fri Apr 28, 2017",L.A. Clippers,98,54%,+180,+202,+195,+211,+210,+190,+205,+200,+210,+211,+210,+200,+195,-,+194,+194,+194,+205,+195,+195,+190,+211,+203,+200,+200,+190,+206,+195,+200
5,2,"Fri Apr 28, 2017",Utah,93,46%,-220,-226,-235,-255,-250,-230,-245,-240,-250,-255,-250,-235,-235,-,-234,-234,-234,-255,-235,-235,-235,-255,-245,-240,-240,-230,-218,-235,-240
0,0,"Thu Apr 27, 2017",Toronto,92,54%,+100,+108,+105,+105,+105,-105,+105,+105,+105,+105,+105,-110,+105,-,+105,-,-,-,+100,+100,-120,+105,+105,+105,-105,-105,+109,+100,+105
1,0,"Thu Apr 27, 2017",Milwaukee,89,46%,-120,-119,-125,-125,-125,-115,-125,-125,-125,-125,-125,-110,-125,-,-125,-,-,-,-120,-120,+100,-125,-125,-125,-115,-115,-111,-120,-125
2,1,"Thu Apr 27, 2017",San Antonio,103,54%,-190,-204,-220,-215,-220,-225,-225,-220,-220,-215,-220,-220,-220,-,-211,-214,-214,-220,-215,-215,-210,-215,-215,-225,-225,-225,-194,-215,-225
3,1,"Thu Apr 27, 2017",Memphis,96,46%,+165,+183,+180,+180,+190,+185,+190,+180,+185,+180,+190,+190,+180,-,+176,+174,+174,+180,+180,+180,+170,+180,+180,+190,+185,+185,+187,+180,+185
0,0,"Wed Apr 26, 2017",Atlanta,99,43%,+180,+231,+220,+218,+230,+235,+235,+225,+225,+218,+230,+220,+220,-,+226,+226,+226,+205,+225,+225,+225,+218,+218,+230,+230,+235,+236,+225,+215
1,0,"Wed Apr 26, 2017",Washington,103,57%,-220,-260,-260,-265,-275,-275,-285,-265,-265,-265,-275,-260,-260,-,-266,-266,-266,-255,-275,-275,-275,-265,-265,-280,-270,-275,-246,-275,-260
2,1,"Wed Apr 26, 2017",Chicago,97,42%,+290,+321,+310,+299,+325,+290,+305,+280,+325,+299,+325,+280,+310,-,+302,+302,+302,+290,+285,+285,+300,+299,+306,+300,+310,+290,+345,+285,+275
